"EC reference","Entity name","Entity type","Regulated donee type","Rec'd by (AU)","Reported under 62:12","Is sponsorship","Donor name","Donor type","Company reg. no.","Postcode","Type of donation","Nature / Provision","Purpose","How dealt with","Value","Received date","Accepted date","Reported date","Reported pre or post poll","Entity ID","Accounting unit ID",
"C0107444","Liberal Democrats","Political Party","","","62:12",,"Lord na Alliance","Individual","","","Cash","","","","£50,000.00","11/07/2014","10/08/2014","30/10/2014",,"90","",
"C0107445","Liberal Democrats","Political Party","","","62:12",,"Mr David Harding","Individual","","","Cash","","","","£35,000.00","15/09/2014","30/09/2014","30/10/2014",,"90","",
"C0107446","Liberal Democrats","Political Party","","","62:12",,"Lord na Vallance","Individual","","","Cash","","","","£7,500.00","22/08/2014","21/09/2014","30/10/2014",,"90","",
"C0107447","Liberal Democrats","Political Party","","","62:12",,"Ferring Pharmaceuticals Ltd, Frayton Hall","Company",":1198007","DT78 3EW","Cash","","","","£117,674.80","23/07/2014","22/08/2014","30/10/2014",,"90","",
"C0107448","Liberal Democrats","Political Party","","","62:12",,"Mr George G Watson","Individual","","","Cash","","","","£950,000.00","16/07/2014","15/08/2014","30/10/2014",,"90","",
"C0107449","Liberal Democrats","Political Party","","","62:12",,"Group 7 Properties Ltd, 97 Park Lane","Company",":4751994","W1K 7TG","Cash","","","","£10,000.00","17/07/2014","16/08/2014","30/10/2014",,"90","",
"C0107450","Liberal Democrats","Political Party","","","62:12",,"Mr Ian Sharer","Individual","","","Cash","","","","£10,000.00","22/07/2014","21/08/2014","30/10/2014",,"90","",
"C0107451","Liberal Democrats","Political Party","","","62:12",,"Ms Janet Plested","Individual","","","Cash","","","","£34,000.00","04/08/2014","03/09/2014","30/10/2014",,"90","",
"C0107452","Liberal Democrats","Political Party","","","62:12",,"Joseph Rowntree Reform Trust Ltd, The Garden House","Company",":357963","YO30 6WQ","Cash","","","","£127,200.00","01/08/2014","31/08/2014","30/10/2014",,"90","",
"C0107453","Liberal Democrats","Political Party","","","62:12",,"Mrs Margaret Roper","Individual","","","Cash","","","","£50,000.00","18/08/2014","17/09/2014","30/10/2014",,"90","",
"C0107454","Liberal Democrats","Political Party","","","62:12",,"Mr Mark Roper","Individual","","","Cash","","","","£10,000.00","20/08/2014","19/09/2014","30/10/2014",,"90","",
"C0107455","Liberal Democrats","Political Party","","","62:12",,"Pickford's Move Management Ltd, Pickfords Park, Laxcon Close","Company",":8044368","NW10 0TG","Cash","","","","£10,000.00","17/09/2014","30/09/2014","30/10/2014",,"90","",
"C0107456","Liberal Democrats","Political Party","","","62:12",,"Mr Robin Grayson","Individual","","","Cash","","","","£8,598.07","23/07/2014","22/08/2014","30/10/2014",,"90","",
"C0107457","Liberal Democrats","Political Party","","","62:12",,"Mr Ronald Lubner","Individual","","","Cash","","","","£15,000.00","15/08/2014","14/09/2014","30/10/2014",,"90","",
"C0107458","Liberal Democrats","Political Party","","","62:12",,"Ms Julia Glenn","Individual","","","Cash","","","","£1,000.00","30/09/2014","30/09/2014","30/10/2014",,"90","",
"C0107459","Liberal Democrats","Political Party","","","62:12",,"Sethia London Ltd, 105 St John Street","Company",":884903","EC1M 4AS","Cash","","","","£20,000.00","04/08/2014","03/09/2014","30/10/2014",,"90","",
"C0107460","Liberal Democrats","Political Party","","","62:12",,"Mr Simon Rowley","Individual","","","Cash","","","","£40,000.00","15/07/2014","14/08/2014","30/10/2014",,"90","",
"C0107461","Liberal Democrats","Political Party","","","62:12",,"Stobo Castle Health Spa Ltd, Stobo Castle","Company",":SC100188","EH45 8NY","Cash","","","","£6,000.00","30/09/2014","30/09/2014","30/10/2014",,"90","",
"C0107462","Liberal Democrats","Political Party","","","62:12","Sponsorship","Bloomberg Tradebook Europe Ltd, City Gate House","Company",":3556095","EC2A 1PQ","Cash","","","","£60,000.00","28/07/2014","27/08/2014","30/10/2014",,"90","",
"NC0107463","Liberal Democrats","Political Party","","Mid Dorset & North Poole",,,"Broadstone & District Lib Dem Hall Assoc, 14 York Road","Unincorporated Association","","BH18 8ET","Non Cash","Premises","","","£731.59","30/09/2014","30/09/2014","30/10/2014",,"90","2116",
"NC0107464","Liberal Democrats","Political Party","","Ceredigion",,,"Aberystwyth Liberal Club, 32 North Parade","Unincorporated Association","","SY23 4NF","Non Cash","Premises","","","£1,675.00","30/09/2014","30/09/2014","30/10/2014",,"90","1867",
"NC0107465","Liberal Democrats","Political Party","","","62:12",,"Deloitte, 2 New Street Square","Company",":OC303675","EC4A 3BZ","Non Cash","Consultancy services","","","£20,000.00","30/09/2014","30/09/2014","30/10/2014",,"90","",
"NC0107466","Liberal Democrats","Political Party","","","62:12",,"Mr Duncan Greenland","Individual","","","Non Cash","Other","","","£962.33","30/09/2014","30/09/2014","30/10/2014",,"90","",
"NC0107467","Liberal Democrats","Political Party","","Southport",,,"Gladstone Liberal Club, 35 Shakespeare Street","Unincorporated Association","","PR8 5EB","Non Cash","Premises","","","£2,175.00","30/09/2014","30/09/2014","30/10/2014",,"90","2290",
"NC0107468","Liberal Democrats","Political Party","","Hereford & South Herefordshire",,,"Hereford & County Liberal Club Co Ltd, Brewery House","Company",":31799","HR4 7BA","Non Cash","Premises","","","£2,200.00","30/09/2014","30/09/2014","30/10/2014",,"90","2026",
"NC0107469","Liberal Democrats","Political Party","","Twickenham & Richmond",,,"India First Ltd, 622 Western Avenue","Company",":4379769","W3 0TF","Non Cash","Other","","","£3,738.00","13/06/2014","12/07/2014","30/10/2014",,"90","2346",
"NC0107470","Liberal Democrats","Political Party","","","62:12",,"KPMG, 15 Canada Square","Company",":OC301540","E14 5GL","Non Cash","Staff costs","","","£13,085.00","30/09/2014","30/09/2014","30/10/2014",,"90","",
"NC0107471","Liberal Democrats","Political Party","","Yeovil",,,"Mr Paul Marshall","Individual","","","Non Cash","Other","","","£8,286.00","01/07/2014","31/07/2014","30/10/2014",,"90","2414",
"NC0107472","Liberal Democrats","Political Party","","","62:12",,"PricewaterhouseCoopers LLP, 1 Embankment Place","Limited Liability Partnership",":OC303525","WC2N 6RH","Non Cash","Staff costs","","","£67,997.00","30/09/2014","30/09/2014","30/10/2014",,"90","",
"NC0107473","Liberal Democrats","Political Party","","Scottish State Party",,,"Scottish Liberal Club, 4, Clifton Terrace","Unincorporated Association","","EH12 5DR","Non Cash","Premises","","","£4,887.00","30/09/2014","30/09/2014","30/10/2014",,"90","2237",
"NC0107474","Liberal Democrats","Political Party","","Westmorland & Lonsdale",,,"Kendal and Sth Westmorland Liberal Club, Yard 2","Unincorporated Association","","LA9 4ND","Non Cash","Premises","","","£1,965.00","30/09/2014","30/09/2014","30/10/2014",,"90","2386",
"NC0107475","Liberal Democrats","Political Party","","Argyll & Bute",,,"Mr Alan Reid","Individual","","","Non Cash","Staff costs","","","£1,104.75","30/09/2014","30/09/2014","30/10/2014",,"90","1761",
"NC0107476","Liberal Democrats","Political Party","","Argyll & Bute",,,"Mr Alan Reid","Individual","","","Non Cash","Premises","","","£294.99","30/09/2014","30/09/2014","30/10/2014",,"90","1761",
"NC0107477","Liberal Democrats","Political Party","","Cheltenham",,,"Mr Paul Baker","Individual","","","Non Cash","Premises","","","£2,250.00","30/09/2014","30/09/2014","30/10/2014",,"90","1873",
"PF0107478","Liberal Democrats","Political Party","","Scottish Parliamentary Party",,,"Scottish Parliament Corporate Policy Unit","Public Fund","","EH99 1SP","Public Funds","Assistance for Parties (Scottish Parliament)","","","£9,664.80","30/09/2014","30/09/2014","30/10/2014",,"90","4584",
"C0107479","Conservative Party","Political Party","","South Dorset",,,"Mr Derek E Luckhurst","Individual","","","Cash","","","","£3,000.00","01/04/2014","01/04/2014","30/07/2014",,"52","1569",
"C0107851","Labour Party","Political Party","","Ayr Clp",,,"Unite the Union, Unite House, 128 Theobald's Road, Holborn","Trade Union","","WC1X 8TN","Cash","","","","£3,000.00","14/07/2014","14/07/2014","30/10/2014",,"53","21",
"C0107852","Labour Party","Political Party","","Batley and Spen CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£2,699.00","01/08/2014","01/08/2014","30/10/2014",,"53","37",
"C0107853","Labour Party","Political Party","","Bedford CLP",,," Christopher Black","Individual","","","Cash","","","","£11,000.00","24/07/2014","24/07/2014","30/10/2014",,"53","42",
"C0107854","Labour Party","Political Party","","Bermondsey and Old Southwark CLP",,," Atul Patel","Individual","","","Cash","","","","£3,000.00","04/09/2014","04/09/2014","30/10/2014",,"53","43",
"C0107855","Labour Party","Political Party","","Birmingham Yardley CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","30/09/2014","30/09/2014","30/10/2014",,"53","63",
"C0107856","Labour Party","Political Party","","Blackpool South CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","28/07/2014","28/07/2014","30/10/2014",,"53","68",
"C0107857","Labour Party","Political Party","","Brigg and Goole CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£1,614.00","16/08/2014","16/08/2014","30/10/2014",,"53","103",
"C0107858","Labour Party","Political Party","","Cannock Chase CLP",,,"Cable (Cannock) Limited, 84-90 Market Street","Company",":2791967","WS12 1AG","Cash","","","","£3,000.00","19/09/2014","19/09/2014","30/10/2014",,"53","135",
"C0107859","Labour Party","Political Party","","Castle Point CLP",,,"Union of Shop, Distributive and Allied Workers, 188 Wilmslow Road","Trade Union","","M14 6LJ","Cash","","","","£1,000.00","18/08/2014","18/08/2014","30/10/2014",,"53","146",
"C0107860","Labour Party","Political Party","","Chorley CLP",,,"Chorley Labour Group, Civic Offices","Unincorporated Association","","PR7 1AL","Cash","","","","£2,000.00","01/09/2014","01/09/2014","30/10/2014",,"53","165",
"C0107861","Labour Party","Political Party","","Cities of Brighton and Hove Labour Party",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£2,897.00","01/09/2014","01/09/2014","30/10/2014",,"53","4645",
"C0107862","Labour Party","Political Party","","City of Chester CLP",,," Chris  Clayton","Individual","","","Cash","","","","£1,560.00","06/08/2014","06/08/2014","30/10/2014",,"53","168",
"C0107863","Labour Party","Political Party","","City of Chester CLP",,," Sheila Little","Individual","","","Cash","","","","£1,030.00","01/08/2014","01/08/2014","30/10/2014",,"53","168",
"C0107864","Labour Party","Political Party","","Colne Valley CLP",,," Diana Coldwell","Individual","","","Cash","","","","£2,000.00","29/07/2014","29/07/2014","30/10/2014",,"53","181",
"C0107865","Labour Party","Political Party","","Copeland CLP",,,"Copeland Labour Group, The Copeland Centre","Unincorporated Association","","CA28 7SJ","Cash","","","","£4,080.00","08/07/2014","08/07/2014","30/10/2014",,"53","184",
"C0107866","Labour Party","Political Party","","Croydon Local Campaign Forum",,,"Croydon Labour Group, Town Hall, Katherine Street","Unincorporated Association","","CR0 1NX","Cash","","","","£12,652.19","30/09/2014","30/09/2014","30/10/2014",,"53","194",
"C0107867","Labour Party","Political Party","","Croydon Local Campaign Forum",,," Anwar  Ansari","Individual","","","Cash","","","","£1,500.00","30/09/2014","30/09/2014","30/10/2014",,"53","194",
"C0107868","Labour Party","Political Party","","Croydon North CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","30/09/2014","30/09/2014","30/10/2014",,"53","195",
"C0107869","Labour Party","Political Party","","Cunninghame North Clp",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","15/09/2014","15/09/2014","30/10/2014",,"53","199",
"C0107870","Labour Party","Political Party","","Derby North and Derby South CLP",,,"Derby Labour Group, 2A Wentworth House","Unincorporated Association","","DE1 1UR","Cash","","","","£3,825.00","29/09/2014","29/09/2014","30/10/2014",,"53","210",
"C0107871","Labour Party","Political Party","","Derby North and Derby South CLP",,,"Union of Construction, Allied Trades and Technicians , 177 Abbeville Road","Trade Union","","SW4 9RL","Cash","","","","£3,000.00","01/09/2014","01/09/2014","30/10/2014",,"53","210",
"C0107872","Labour Party","Political Party","","Derby North and Derby South CLP",,,"Unite the Union, Unite House, 128 Theobald's Road, Holborn","Trade Union","","WC1X 8TN","Cash","","","","£3,000.00","01/09/2014","01/09/2014","30/10/2014",,"53","210",
"C0107873","Labour Party","Political Party","","Ealing Local Campaign Forum",,,"Ealing Labour Group, Ealing Town Hall, ","Unincorporated Association","","W5 2BY","Cash","","","","£10,000.00","15/09/2014","15/09/2014","30/10/2014",,"53","4669",
"C0107874","Labour Party","Political Party","","Edmonton CLP",,," Nesimi Erbil","Individual","","","Cash","","","","£1,685.00","24/07/2014","24/07/2014","30/10/2014",,"53","273",
"C0107875","Labour Party","Political Party","","Exeter CLP",,,"Exeter Labour Group, Civic Centre","Unincorporated Association","","EX1 1JN","Cash","","","","£1,463.84","06/08/2014","06/08/2014","30/10/2014",,"53","285",
"C0107876","Labour Party","Political Party","","Exeter CLP",,,"Whipton and Pinhoe Labour Club, Vaughan Road","Unincorporated Association","","EX1 3JT","Cash","","","","£4,942.00","19/08/2014","19/08/2014","30/10/2014",,"53","285",
"C0107877","Labour Party","Political Party","","Falkirk East Clp",,,"Union of Shop, Distributive and Allied Workers, 188 Wilmslow Road","Trade Union","","M14 6LJ","Cash","","","","£2,000.00","08/09/2014","08/09/2014","30/10/2014",,"53","287",
"C0107878","Labour Party","Political Party","","Finchley and Golders Green CLP",,," Maia Lemlij","Individual","","","Cash","","","","£3,000.00","04/08/2014","04/08/2014","30/10/2014",,"53","294",
"C0107879","Labour Party","Political Party","","Garston and Halewood CLP",,," Norma Lindon","Individual","","","Cash","","","","£5,000.00","13/09/2014","13/09/2014","30/10/2014",,"53","300",
"C0107880","Labour Party","Political Party","","Glasgow Shettleston CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£1,500.03","15/09/2014","15/09/2014","30/10/2014",,"53","4755",
"C0107881","Labour Party","Political Party","","Gravesham CLP",,," Saheb Dhesi","Individual","","","Cash","","","","£2,500.00","09/09/2014","09/09/2014","30/10/2014",,"53","328",
"C0107882","Labour Party","Political Party","","Great Grimsby CLP",,,"UNISON, UNISON Centre, 130 Euston Road","Trade Union","","NW1 2AY","Cash","","","","£1,000.00","13/08/2014","13/08/2014","30/10/2014",,"53","329",
"C0107883","Labour Party","Political Party","","Great Yarmouth CLP",,,"Great Yarmouth Labour Group, Town Hall","Unincorporated Association","","NR30 3QF","Cash","","","","£660.00","23/09/2014","23/09/2014","30/10/2014",,"53","330",
"C0107884","Labour Party","Political Party","","Greenwich and Woolwich CLP",,,"Mr Martin Taylor","Individual","","","Cash","","","","£4,200.00","15/09/2014","15/09/2014","30/10/2014",,"53","332",
"C0107885","Labour Party","Political Party","","Hammersmith CLP",,,"Mr Andrew Slaughter","Individual","","","Cash","","","","£1,575.00","01/07/2014","01/07/2014","30/10/2014",,"53","345",
"C0107886","Labour Party","Political Party","","Hampstead and Kilburn CLP",,," Rajib Mohammed Alam","Individual","","","Cash","","","","£2,000.00","29/09/2014","29/09/2014","30/10/2014",,"53","347",
"C0107887","Labour Party","Political Party","","Hampstead and Kilburn CLP",,," Sarwar Jamil","Individual","","","Cash","","","","£2,000.00","28/08/2014","28/08/2014","30/10/2014",,"53","347",
"C0107888","Labour Party","Political Party","","Hampstead and Kilburn CLP",,,"London Tea Exchange Ltd, 232 Brick Lane","Company",":8494048","E2 7EB","Cash","","","","£7,500.00","18/07/2014","18/07/2014","30/10/2014",,"53","347",
"C0107889","Labour Party","Political Party","","Harrow East CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£7,336.00","14/07/2014","14/07/2014","30/10/2014",,"53","351",
"C0107890","Labour Party","Political Party","","Harrow West Clp",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","26/09/2014","26/09/2014","30/10/2014",,"53","352",
"C0107891","Labour Party","Political Party","","Hastings and Rye CLP",,,"Unite the Union, Unite House, 128 Theobald's Road, Holborn","Trade Union","","WC1X 8TN","Cash","","","","£2,700.00","11/09/2014","11/09/2014","30/10/2014",,"53","356",
"C0107892","Labour Party","Political Party","","Hemsworth CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","01/07/2014","01/07/2014","30/10/2014",,"53","362",
"C0107893","Labour Party","Political Party","","Kensington CLP",,,"Kensington and Chelsea Labour Group, Town Hall, Hornton Street","Unincorporated Association","","W8 7NX","Cash","","","","£9,902.00","05/09/2014","05/09/2014","30/10/2014",,"53","399",
"C0107894","Labour Party","Political Party","","Kingston and Surbiton CLP",,," Robert Phillips","Individual","","","Cash","","","","£2,050.00","18/08/2014","18/08/2014","30/10/2014",,"53","402",
"C0107895","Labour Party","Political Party","","Labour Students",,,"COMMUNITY, 465c Caledonian Road","Trade Union","","N7 9GX","Cash","","","","£5,000.00","17/07/2014","17/07/2014","30/10/2014",,"53","413",
"C0107896","Labour Party","Political Party","","Leeds North West CLP",,," Alex Sobel","Individual","","","Cash","","","","£1,850.00","01/07/2014","01/07/2014","30/10/2014",,"53","422",
"C0107897","Labour Party","Political Party","","Lincoln CLP",,,"Lincoln Labour Group, City Hall","Unincorporated Association","","LN1 1DD","Cash","","","","£2,028.00","01/09/2014","01/09/2014","30/10/2014",,"53","435",
"C0107898","Labour Party","Political Party","","Liverpool Local Campaign Forum",,,"Liverpool Labour Group, Municipal Buildings","Unincorporated Association","","L2 2DH","Cash","","","","£6,800.00","29/09/2014","29/09/2014","30/10/2014",,"53","438",
"C0107899","Labour Party","Political Party","","Luton North CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","01/09/2014","01/09/2014","30/10/2014",,"53","452",
"C0107901","Labour Party","Political Party","","Manchester Local Campaign Forum",,,"Manchester Labour Group, Town Hall, Albert Square, ","Unincorporated Association","","M60 2LA","Cash","","","","£20,000.00","31/07/2014","31/07/2014","30/10/2014",,"53","463",
"C0107902","Labour Party","Political Party","","Milton Keynes North and South CLP",,,"Milton Keynes Labour Group, Civic Offices, 1 Saxon Gate East","Unincorporated Association","","MK9 3EH","Cash","","","","£2,700.00","30/09/2014","30/09/2014","30/10/2014",,"53","485",
"C0107903","Labour Party","Political Party","","Milton Keynes North and South CLP",,," Emily Darlington","Individual","","","Cash","","","","£5,000.00","15/08/2014","15/08/2014","30/10/2014",,"53","485",
"C0107904","Labour Party","Political Party","","National Trade Union Liaison",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£4,175.10","29/09/2014","29/09/2014","30/10/2014",,"53","497",
"C0107905","Labour Party","Political Party","","National Trade Union Liaison",,,"COMMUNITY, 67-68 LONG ACRE, COVENT GARDEN","Trade Union","","WC2E 9FA","Cash","","","","£797.15","21/08/2014","21/08/2014","30/10/2014",,"53","497",
"C0107906","Labour Party","Political Party","","National Trade Union Liaison",,,"Transport Salaried Staff Association, Walkden House, 10 Melton Street","Trade Union","","NW1 2EJ","Cash","","","","£14,762.00","07/08/2014","07/08/2014","30/10/2014",,"53","497",
"C0107907","Labour Party","Political Party","","National Trade Union Liaison",,,"Union of Construction, Allied Trades and Technicians , 177 Abbeville Road","Trade Union","","SW4 9RL","Cash","","","","£1,275.00","01/09/2014","01/09/2014","30/10/2014",,"53","497",
"C0107908","Labour Party","Political Party","","National Trade Union Liaison",,,"Union of Shop, Distributive and Allied Workers, 188 Wilmslow Road","Trade Union","","M14 6LJ","Cash","","","","£10,339.60","04/08/2014","04/08/2014","30/10/2014",,"53","497",
"C0107909","Labour Party","Political Party","","National Trade Union Liaison",,,"UNISON, UNISON Centre, 130 Euston Road","Trade Union","","NW1 2AY","Cash","","","","£12,500.00","22/08/2014","22/08/2014","30/10/2014",,"53","497",
"C0107910","Labour Party","Political Party","","National Trade Union Liaison",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£35,125.00","18/09/2014","18/09/2014","30/10/2014",,"53","497",
"C0107911","Labour Party","Political Party","","Neath CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","27/09/2014","27/09/2014","30/10/2014",,"53","499",
"C0107912","Labour Party","Political Party","","Newham Local Campaign Forum",,,"Newham Labour Group , East Ham Town Hall","Unincorporated Association","","E6 2RP","Cash","","","","£3,900.00","19/09/2014","19/09/2014","30/10/2014",,"53","509",
"C0107913","Labour Party","Political Party","","North Swindon CLP",,,"Swindon Labour Group,  Civic Offices, Euclid Street","Unincorporated Association","","SN1 2JH","Cash","","","","£1,197.52","24/03/2014","24/03/2014","30/10/2014",,"53","534",
"C0107914","Labour Party","Political Party","","Norwich North and South CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£650.00","01/07/2014","01/07/2014","30/10/2014",,"53","552",
"C0107915","Labour Party","Political Party","","Norwich North and South CLP",,," Raymond Frostick","Individual","","","Cash","","","","£2,000.00","01/07/2014","01/07/2014","30/10/2014",,"53","552",
"C0107916","Labour Party","Political Party","","Oxford and District Labour Party",,,"Oxfordshire County Council Labour Group, County Hall","Unincorporated Association","","OX1 1ND","Cash","","","","£1,800.00","01/07/2014","01/07/2014","30/10/2014",,"53","4781",
"C0107917","Labour Party","Political Party","","Oxford and District Labour Party",,,"Oxford City Council Labour Group, St Aldates Chambers","Unincorporated Association","","OX1 1BX","Cash","","","","£2,550.00","01/07/2014","01/07/2014","30/10/2014",,"53","4781",
"C0107918","Labour Party","Political Party","","Penistone and Stocksbridge CLP",,,"Union of Construction, Allied Trades and Technicians , 177 Abbeville Road","Trade Union","","SW4 9RL","Cash","","","","£1,000.00","04/07/2014","04/07/2014","30/10/2014",,"53","575",
"C0107919","Labour Party","Political Party","","Penistone and Stocksbridge CLP",,,"Mr David Blunkett","Individual","","","Cash","","","","£1,000.00","18/09/2014","18/09/2014","30/10/2014",,"53","575",
"C0107920","Labour Party","Political Party","","Redcar CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£2,500.00","01/08/2014","01/08/2014","30/10/2014",,"53","597",
"C0107921","Labour Party","Political Party","","Redcar CLP",,,"Mr David Blunkett","Individual","","","Cash","","","","£1,000.00","02/09/2014","02/09/2014","30/10/2014",,"53","597",
"C0107922","Labour Party","Political Party","","Rhondda CLP",,,"Inspired Gaming, 3 The Maltings","Company",":3913746","DE14 1SE","Cash","","","","£800.00","29/07/2014","29/07/2014","30/10/2014",,"53","601",
"C0107923","Labour Party","Political Party","","Scottish Labour Party",,,"Associated Society of Locomotive Engineers and Firemen 
, 75-77 St John Street


","Trade Union","","EC1M 4NN","Cash","","","","£5,000.00","01/09/2014","01/09/2014","30/10/2014",,"53","633",
"C0107924","Labour Party","Political Party","","Scottish Labour Party",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£1,500.03","26/09/2014","26/09/2014","30/10/2014",,"53","633",
"C0107925","Labour Party","Political Party","","Scottish Labour Party",,,"Union of Shop, Distributive and Allied Workers, 188 Wilmslow Road","Trade Union","","M14 6LJ","Cash","","","","£50,000.00","29/07/2014","29/07/2014","30/10/2014",,"53","633",
"C0107926","Labour Party","Political Party","","Scottish Labour Party",,,"United Wholesale (Scotland) Ltd, 110 Easter Queenslie Road","Company",":SC224822","G33 5UL","Cash","","","","£8,899.77","15/09/2014","15/09/2014","30/10/2014",,"53","633",
"C0107927","Labour Party","Political Party","","Scottish Labour Party",,,"Mr William Haughey","Individual","","","Cash","","","","£76,000.00","25/09/2014","25/09/2014","30/10/2014",,"53","633",
"C0107928","Labour Party","Political Party","","Scottish Labour Party",,," Allan Massie","Individual","","","Cash","","","","£100,000.00","02/09/2014","02/09/2014","30/10/2014",,"53","633",
"C0107929","Labour Party","Political Party","","Scottish Labour Party",,," Mohammad Mirza","Individual","","","Cash","","","","£2,000.00","05/08/2014","05/08/2014","30/10/2014",,"53","633",
"C0107930","Labour Party","Political Party","","Scottish Labour Party",,,"Peak Scientific Instruments Limited, 11 Fountain Crescent","Company",":SC175368","PA4 9RE","Cash","","","","£15,000.00","09/09/2014","09/09/2014","30/10/2014",,"53","633",
"C0107931","Labour Party","Political Party","","Scottish Labour Party",,,"Baroness Meta Ramsay","Individual","","","Cash","","","","£1,200.00","25/09/2014","25/09/2014","30/10/2014",,"53","633",
"C0107932","Labour Party","Political Party","","Scottish Labour Party",,,"Spice Cash and Carry Limited, 53 Forth Street","Company",":SC438306","G41 2SP","Cash","","","","£2,000.00","02/09/2014","02/09/2014","30/10/2014",,"53","633",
"C0107933","Labour Party","Political Party","","Scottish Labour Party",,,"Wallyford Day to Day Supermarket Limited, 12a Beavermall Road","Company",":SC438026","EH7 4JE","Cash","","","","£2,000.00","02/09/2014","02/09/2014","30/10/2014",,"53","633",
"C0107934","Labour Party","Political Party","","Sheffield Local Campaign Forum",,,"Sheffield Labour Group, Town Hall, Pinstone Street","Unincorporated Association","","S1 2HH","Cash","","","","£6,912.00","01/08/2014","01/08/2014","30/10/2014",,"53","642",
"C0107935","Labour Party","Political Party","","Sheffield Local Campaign Forum",,,"Mr David Blunkett","Individual","","","Cash","","","","£1,299.00","01/08/2014","01/08/2014","30/10/2014",,"53","642",
"C0107936","Labour Party","Political Party","","South Shields CLP",,,"Cosworth Group Limited, The Octagon","Company",":6442460","NN5 5RA","Cash","","","","£4,000.00","11/07/2014","11/07/2014","30/10/2014",,"53","672",
"C0107937","Labour Party","Political Party","","South Shields CLP",,"Sponsorship","Northumbrian Leisure Limited, Central Square South","Company",":3734411","NE1 3XX","Cash","","","","£3,000.00","01/09/2014","01/09/2014","30/10/2014",,"53","672",
"C0107938","Labour Party","Political Party","","Southampton Itchen and Test CLP",,,"Mr Richard Greer","Individual","","","Cash","","","","£3,000.00","15/09/2014","15/09/2014","30/10/2014",,"53","684",
"C0107939","Labour Party","Political Party","","Southampton Itchen and Test CLP",,,"Southampton Labour Group, 20-22 Southampton Street","Unincorporated Association","","SO15 2ED","Cash","","","","£3,000.00","25/09/2014","25/09/2014","30/10/2014",,"53","684",
"C0107940","Labour Party","Political Party","","Southwark Local Campaign Forum",,,"Southwark Labour Group, 160 Tooley Street","Unincorporated Association","","SE1 2QH","Cash","","","","£10,526.49","01/09/2014","01/09/2014","30/10/2014",,"53","4588",
"C0107941","Labour Party","Political Party","","Stretford and Urmston CLP",,,"Union of Shop, Distributive and Allied Workers, 188 Wilmslow Road","Trade Union","","M14 6LJ","Cash","","","","£2,000.00","01/07/2014","01/07/2014","30/10/2014",,"53","713",
"C0107942","Labour Party","Political Party","","Thurrock CLP",,," Ruth Lesirge","Individual","","","Cash","","","","£5,000.00","10/07/2014","10/07/2014","30/10/2014",,"53","736",
"C0107943","Labour Party","Political Party","","Thurrock CLP",,," Ann Limb","Individual","","","Cash","","","","£5,000.00","11/08/2014","11/08/2014","30/10/2014",,"53","736",
"C0107944","Labour Party","Political Party","","Tooting CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£7,500.00","29/07/2014","29/07/2014","30/10/2014",,"53","740",
"C0107945","Labour Party","Political Party","","Tower Hamlets Borough Party",,,"BM Creative Management Ltd, Aldwych House, 81 Aldwych ","Company",":05635995","WC2B 4HN","Cash","","","","£10,000.00","02/07/2014","02/07/2014","30/10/2014",,"53","746",
"C0107946","Labour Party","Political Party","","Truro and Falmouth CLP",,," Neil Morson","Individual","","","Cash","","","","£2,500.00","04/07/2014","04/07/2014","30/10/2014",,"53","747",
